330500001230016013NNNNYNNN00038162000000100000116010000MORE MENTHOL 120  02NN00000YNN00000000000000N 
330500008198355101NNNNNNNY00120000000000100000009990000SOCKS             00NN00000NNN00000000000000N 
330500072047362510NNNNYNNY00120000000000100000003990000CARD SYMPTHY      00NN00000NNN00000000000000N 
330500072652832238NNNNYNNY00120000000000100000000990000LID               00NN00000NNN00000000000000N 
330500000920078933NNNNYNNY00120000000000100000004590000CARD BRTHDAY HALLM00NN00000NNN00000000000000N 
330500076379524766NNNNYNNY00120000000000100000001990000TISSUE 6SHT       00NN00000NNN00000000000000N 
330500000000097096NNNNYNNY00053000000000100000002500000ADD ON CHILI W BNS00NN00000NNN00000000000000N 
330500079590230308NNNNYNNY00120000000000100000009990000NOTE DIECUT SHAPED00NN00000NNN00000000000000N 
330500072047353823NNNNYNNY00120000000000100000001990000CARD BRTHDAY      00NN00000NNN00000000000000N 
330500072047384868NNNNYNNY00120000000000100000004290000CARD GRAD ANYONE  00NN00000NNN00000000000000N 
330500000920036096NNNNYNNY00120000000000100000004990000CARD BRTHDAY DAYSP00NN00000NNN00000000000000N 
330500072047356760NNNNYNNY00120000000000100000002990000CARD SYMPTHY      00NN00000NNN00000000000000N 
330500072047372364NNNNYNNY00120000000000100000006990000CARD CHRSTMS      00NN00000NNN00000000000000N 
330500000920062653NNNNYNNY00120000000000100000005990000CARD ANNIVER HALLM00NN00000NNN00000000000000N 
330500007675021786NNNNNNNY40999387000000100000050000000TARGET $50 HOLIDAY13NN00000YNN00000000000000N 
330500000920080119NNNNYNNY00120000000000100000005990000CARD VAL LOVE     00NN00000NNN00000000000000N 
330500000920031885NNNNYNNY00120000000000100000008990000CARD VAL WIFE     00NN00000NNN00000000000000N 
330500007795869491NNNNNNNY00053000000000100000004490000BROCCOLI CHEDDA   00NN00000NNN00000000000000N 
330500000000000559NNNNYNYY00007000000000100000001250000ESPRESSO          00NN00000NNN00000000000000N 
330500064183910007NNNNNNNN00083000000000100000010000000$10 REACH MP RING 13NN00000YNN00000000000000N 
330500002560203332NNNNYNNY00063000000000100000004490000TROUT BAIT CHARTRU00NN00000NNN00000000000000N 
330500071985615689NNNNYNNY0006300000000010000000899000036  RAG DOLL      00NN00000NNN00000000000000N 
330500072047394833NNNNYNNY00120000000000100000002000000CARD HALLOWN      00NN00000NNN00000000000000N 
330500003003492266NNNNYNNN00048000000000100000019950000LEATHER CASE      02NN00000YNN00000000000000N 
330500000920036235NNNNYNNY00120000000000100000005590000CARD ANNIVER DAYSP00NN00000NNN00000000000000N 
330500004126227557NNNNNNYY00089000000000100000002000000WISE RIDGIE       00NN00000NNN00000000000000N 
330500000920039293NNNNYNNY00120000000000100000002000000CARD BRTHDAY VALUE00NN00000NNN00000000000000N 
330500000920052048NNNNYNNY00120000000000100000002990000CARD MDAY ANYONE  00NN00000NNN00000000000000N 
330500000920074185NNNNYNNY00120000000000100000002000000CARD CHRSTMS ANYON00NN00000NNN00000000000000N 
330500002720000489NNNNYNNN00038411000000100000002840000CAMEL STICKS MELLO02NN00000YNN00000000000000N 
330500000920081390NNNNYNNY00120000000000100000003990000CARD GRAD ANYONE  00NN00000NNN00000000000000N 
330500081113003098NNNNNNNN00032000000000100000002790000BB SINGLE CAN     01NN00000YNN00000000000000N 
330500009235220305NNNNYNNY00011000000000100000002690000GUEST TOWELS      00NN00000NNN00000000000000N 
330500000000067580NNNNNNYY00077000000000100000002990000GINGER CHEWY COOKI00NN00000NNN00000000000000N 
330500007675040903NNYNNNNY40999616000000100000000000000LYFT $25-$200     13NN00000YNN00000000000000N 
330500000920074203NNNNYNNY00120000000000100000002000000CARD CHRSTMS GRTGR00NN00000NNN00000000000000N 
330500080463239001YNNNNNYY00004000000000100000001790000GRANNY SMITH      00YN10004NNN00000000000000N 
330500000000998442NNNNYNNY70001000000000000000015000000ROCKSTAR 16OZ 2/$300NN00000NNN00000000000000N 
330500038361403055NNNNNNYY00058000000000100000004990000VANILLA CAKE      00NN00000NNN00000000000000N 
330500076379567118NNNNYNNY00120000000000100000014990000ORNAMENT TPR GREEN00NN00000NNN00000000000000N 
330500008930549610NNNNYNNY0001100000000010000001299000016  MULTI BKPACK  00NN00000NNN00000000000000N 
330500000920082008NNNNYNNY00120000000000100000008590000CARD FDAY FATHER  00NN00000NNN00000000000000N 
330500072047304738NNNNYNNY00120000000000100000002990000CARD CHRSTMS ANYON00NN00000NNN00000000000000N 
330500001600051528NNNNNNYY00068000000000100000002490000GUSHERS FLAVOR    00NN00000NNN00000000000000N 
330500072047353575NNNNYNNY00120000000000100000005990000CARD BRTHDAY      00NN00000NNN00000000000000N 
330500002610000264NNNNYNNN00038310000000100000011610000TRUE MENTHOL CIGS 02NN00000YNN00000000000000N 
330500000920038161NNNNYNNY00120000000000100000002990000CARD BRTHDAY HALLM00NN00000NNN00000000000000N 
330500008079841982NNNNYNNY00011000000000100000014990000CHARGER DUAL USB  00NN00000NNN00000000000000N 
330500060588130321NNNNNNNN00032000000000100000016990000WEYERBACHER 750ML 01NN00000YNN00000000000000N 
330500000920068362NNNNYNNY00120000000000100000004590000CARD BRTHDAY HALLM00NN00000NNN00000000000000N 
330500000920074572NNNNYNNY00120000000000100000004990000CARD CHRSTMS ANYON00NN00000NNN00000000000000N 
330500060870765646NNNNNNNY00010000000000100000001990000SINGLE MASK       00NN00000NNN00000000000000N 
330500000920080415NNNNYNNY00120000000000100000005290000CARD MDAY DAUGHTER00NN00000NNN00000000000000N 
330500072047384238NNNNYNNY00120000000000100000004990000CARD MDAY MOTHER  00NN00000NNN00000000000000N 
330500001230031396NNNNYNNN00038221000000100000010340000DORAL 25          02NN00000YNN00000000000000N 
330500007675011536NNNNNNNY40999387000000100000025000000ZAPPOS $25        13NN00000YNN00000000000000N 
330500072047333424NNNNYNNY00120000000000100000002950000CARD BRTHDAY      00NN00000NNN00000000000000N 
330500000920084101NNNNYNNY00120000000000100000003590000CARD BRTHDAY HALLM00NN00000NNN00000000000000N 
330500003757861673NNNNNNYY00089000000000100000003290000SHEARERS CHIPS    00NN00000NNN00000000000000N 
330500007148601213NNNNYNNY00147000000000100000009950000TRAINS/CLASSIC MG 00NN00000NNN00000000000000N 
330500000920075013NNNNYNNY00120000000000100000005990000CARD CHRSTMS ANYON00NN00000NNN00000000000000N 
